Linux 2.6.32-754.35.1.el6.x86_64 (hdfs-nn1.spa.umn.edu) 	02/18/2022 	_x86_64_	(16 CPU)

01:34:36 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:30:36 AM     all      7.59      0.00      0.29      0.05      0.00     92.06
01:30:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
01:31:16 AM     all      0.10      0.00      0.10      0.11      0.00     99.70
01:31:36 AM     all      0.12      0.00      0.10      0.06      0.00     99.72
01:31:56 AM     all      0.10      0.00      0.08      0.10      0.00     99.72
01:32:16 AM     all      0.11      0.00      0.09      0.05      0.00     99.75
01:32:36 AM     all      0.13      0.00      0.11      0.07      0.00     99.69
01:32:56 AM     all      0.10      0.00      0.09      0.04      0.00     99.77
01:33:16 AM     all      0.12      0.00      0.09      0.12      0.00     99.67
01:33:36 AM     all      0.11      0.00      0.13      0.08      0.00     99.68
01:33:56 AM     all      0.10      0.00      0.07      0.05      0.00     99.78
01:34:16 AM     all      0.10      0.00      0.09      0.03      0.00     99.78
01:34:36 AM     all      0.12      0.00      0.12      0.03      0.00     99.72
01:34:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
01:35:16 AM     all      0.12      0.00      1.50      0.13      0.00     98.26
01:35:36 AM     all      0.19      0.00      0.17      0.06      0.00     99.57
01:35:56 AM     all      0.10      0.00      0.08      0.08      0.00     99.75
01:36:16 AM     all      0.09      0.00      0.09      0.04      0.00     99.78
01:36:36 AM     all      2.54      0.00      0.47      0.13      0.00     96.86
01:36:56 AM     all      0.09      0.00      0.08      0.11      0.00     99.72
01:37:16 AM     all      0.09      0.00      0.09      0.16      0.00     99.66
01:37:36 AM     all      0.13      0.00      0.11      0.04      0.00     99.72
01:37:56 AM     all      0.10      0.00      0.09      0.04      0.00     99.77
01:38:16 AM     all      0.14      0.00      0.11      0.06      0.00     99.69
01:38:36 AM     all      0.19      0.00      0.11      0.05      0.00     99.65
01:38:56 AM     all      0.09      0.00      0.08      0.03      0.00     99.80
01:39:16 AM     all      0.11      0.00      0.09      0.10      0.00     99.70
01:39:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
01:39:56 AM     all      0.09      0.00      0.07      0.05      0.00     99.79
01:40:16 AM     all      0.13      0.00      0.54      0.06      0.00     99.28
01:40:36 AM     all      0.21      0.00      0.19      0.06      0.00     99.54
01:40:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
01:41:16 AM     all      0.11      0.00      0.10      0.11      0.00     99.68
01:41:36 AM     all      0.14      0.00      0.11      0.05      0.00     99.70
01:41:56 AM     all      0.09      0.00      0.08      0.03      0.00     99.79
01:42:16 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
01:42:36 AM     all      0.12      0.00      0.12      0.07      0.00     99.69
01:42:56 AM     all      0.09      0.00      0.08      0.03      0.00     99.80
01:43:16 AM     all      0.11      0.00      0.11      0.15      0.00     99.63
01:43:36 AM     all      0.12      0.00      0.12      0.04      0.00     99.72
01:43:56 AM     all      0.12      0.00      0.08      0.06      0.00     99.74
01:44:16 AM     all      0.12      0.00      0.09      0.05      0.00     99.74
01:44:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
01:44:56 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
01:45:16 AM     all      8.64      0.00      0.80      0.14      0.00     90.42
01:45:36 AM     all      8.98      0.00      0.29      0.04      0.00     90.68
01:45:56 AM     all      0.10      0.00      0.09      0.07      0.00     99.74
01:46:16 AM     all      0.10      0.00      0.08      0.07      0.00     99.75
01:46:36 AM     all      0.11      0.00      0.12      0.09      0.00     99.68
01:46:56 AM     all      0.12      0.00      0.08      0.04      0.00     99.77
01:47:16 AM     all      0.13      0.00      0.08      0.14      0.00     99.64
01:47:36 AM     all      0.11      0.00      0.11      0.05      0.00     99.74
01:47:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
01:48:16 AM     all      0.10      0.00      0.09      0.07      0.00     99.75
01:48:36 AM     all      0.11      0.00      0.13      0.03      0.00     99.73
01:48:56 AM     all      0.09      0.00      0.08      0.05      0.00     99.77
01:49:16 AM     all      0.11      0.00      0.08      0.12      0.00     99.70
01:49:36 AM     all      0.10      0.00      0.12      0.06      0.00     99.73
01:49:56 AM     all      0.11      0.00      0.08      0.09      0.00     99.73
01:50:16 AM     all      0.12      0.00      0.60      0.07      0.00     99.21
01:50:36 AM     all      0.19      0.00      0.17      0.04      0.00     99.60
01:50:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
01:51:16 AM     all      0.11      0.00      0.10      0.13      0.00     99.66
01:51:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.71
01:51:56 AM     all      0.10      0.00      0.08      0.04      0.00     99.78
01:52:16 AM     all      0.12      0.00      0.10      0.07      0.00     99.71
01:52:36 AM     all      0.11      0.00      0.13      0.04      0.00     99.73
01:52:56 AM     all      0.10      0.00      0.08      0.04      0.00     99.77
01:53:16 AM     all      0.16      0.00      0.12      0.13      0.00     99.59
01:53:36 AM     all      0.12      0.00      0.12      0.08      0.00     99.68
01:53:56 AM     all      0.10      0.00      0.08      0.06      0.00     99.77
01:54:16 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
01:54:36 AM     all      0.16      0.00      0.16      0.06      0.00     99.62
01:54:56 AM     all      0.10      0.00      0.07      0.02      0.00     99.82
01:55:16 AM     all      0.11      0.00      0.91      0.17      0.00     98.80
01:55:36 AM     all      0.19      0.00      0.17      0.07      0.00     99.58
01:55:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
01:56:16 AM     all      0.11      0.00      0.08      0.07      0.00     99.74
01:56:36 AM     all      0.12      0.00      0.12      0.08      0.00     99.68
01:56:56 AM     all      0.11      0.00      0.07      0.03      0.00     99.79
01:57:16 AM     all      0.11      0.00      0.09      0.12      0.00     99.67
01:57:36 AM     all      0.10      0.00      0.11      0.07      0.00     99.72
01:57:56 AM     all      0.10      0.00      0.08      0.06      0.00     99.76
01:58:16 AM     all      0.11      0.00      0.09      0.07      0.00     99.74
01:58:36 AM     all      0.11      0.00      0.12      0.09      0.00     99.68
01:58:56 AM     all      0.11      0.00      0.08      0.02      0.00     99.80
01:59:16 AM     all      0.11      0.00      0.09      0.08      0.00     99.72
01:59:36 AM     all      0.10      0.00      0.12      0.08      0.00     99.71
01:59:56 AM     all      0.11      0.00      0.08      0.03      0.00     99.78
02:00:16 AM     all      9.51      0.00      1.32      0.10      0.00     89.07
02:00:36 AM     all      7.89      0.00      0.27      0.06      0.00     91.78
02:00:56 AM     all      0.11      0.00      0.08      0.07      0.00     99.75
02:01:16 AM     all      0.12      0.00      0.10      0.08      0.00     99.70
02:01:36 AM     all      0.11      0.00      0.13      0.11      0.00     99.66
02:01:56 AM     all      0.14      0.00      0.08      0.04      0.00     99.73
02:02:16 AM     all      0.10      0.00      0.09      0.08      0.00     99.73
02:02:36 AM     all      0.11      0.00      0.12      0.04      0.00     99.73
02:02:56 AM     all      0.10      0.00      0.08      0.03      0.00     99.78
02:03:16 AM     all      0.10      0.00      0.09      0.07      0.00     99.74
02:03:36 AM     all      0.15      0.00      0.17      0.23      0.00     99.45
02:03:56 AM     all      0.10      0.00      0.08      0.03      0.00     99.78
02:04:16 AM     all      0.10      0.00      0.10      0.06      0.00     99.75
02:04:36 AM     all      0.10      0.00      0.12      0.04      0.00     99.74
02:04:56 AM     all      0.11      0.00      0.08      0.05      0.00     99.76
02:05:16 AM     all      0.11      0.00      0.91      0.10      0.00     98.88
02:05:36 AM     all      0.21      0.00      0.18      0.11      0.00     99.50
02:05:56 AM     all      0.11      0.00      0.08      0.07      0.00     99.74
02:06:16 AM     all      0.12      0.00      0.09      0.06      0.00     99.73
02:06:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.72
02:06:56 AM     all      0.12      0.00      0.08      0.03      0.00     99.77
02:07:16 AM     all      0.10      0.00      0.09      0.07      0.00     99.75
02:07:36 AM     all      0.12      0.00      0.12      0.11      0.00     99.66
02:07:56 AM     all      0.10      0.00      0.09      0.03      0.00     99.77
02:08:16 AM     all      0.16      0.00      0.11      0.08      0.00     99.65
02:08:36 AM     all      2.60      0.00      0.43      0.17      0.00     96.81
02:08:56 AM     all      0.11      0.00      0.08      0.03      0.00     99.78
02:09:16 AM     all      0.11      0.00      0.08      0.08      0.00     99.73
02:09:36 AM     all      0.12      0.00      0.14      0.08      0.00     99.66
02:09:56 AM     all      0.11      0.00      0.08      0.05      0.00     99.77
02:10:16 AM     all      0.12      0.00      0.85      0.09      0.00     98.94
02:10:36 AM     all      0.22      0.00      0.21      0.05      0.00     99.52
02:10:56 AM     all      0.12      0.00      0.11      0.07      0.00     99.70
02:11:16 AM     all      0.11      0.00      0.09      0.06      0.00     99.73
02:11:36 AM     all      0.13      0.00      0.13      0.16      0.00     99.58
02:11:56 AM     all      0.11      0.00      0.09      0.02      0.00     99.78
02:12:16 AM     all      0.12      0.00      0.09      0.09      0.00     99.70
02:12:36 AM     all      0.12      0.00      0.12      0.07      0.00     99.69
02:12:56 AM     all      0.10      0.00      0.08      0.03      0.00     99.80
02:13:16 AM     all      0.17      0.00      0.14      0.09      0.00     99.60
02:13:36 AM     all      0.12      0.00      0.14      0.13      0.00     99.62
02:13:56 AM     all      0.11      0.00      0.08      0.02      0.00     99.79
02:14:16 AM     all      0.10      0.00      0.09      0.07      0.00     99.74
02:14:36 AM     all      0.11      0.00      0.13      0.05      0.00     99.72
02:14:56 AM     all      0.09      0.00      0.08      0.02      0.00     99.82
02:15:16 AM     all      9.16      0.00      0.70      0.08      0.00     90.06
02:15:36 AM     all      8.86      0.00      0.31      0.12      0.00     90.71
02:15:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.75
02:16:16 AM     all      0.11      0.00      0.09      0.05      0.00     99.76
02:16:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.72
02:16:56 AM     all      0.10      0.00      0.08      0.02      0.00     99.80
02:17:16 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
02:17:36 AM     all      0.13      0.00      0.12      0.11      0.00     99.65
02:17:56 AM     all      0.11      0.00      0.09      0.02      0.00     99.78
02:18:16 AM     all      0.11      0.00      0.08      0.06      0.00     99.75
02:18:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
02:18:56 AM     all      0.10      0.00      0.08      0.03      0.00     99.79
02:19:16 AM     all      0.09      0.00      0.09      0.07      0.00     99.75
02:19:36 AM     all      0.12      0.00      0.13      0.10      0.00     99.66
02:19:56 AM     all      0.11      0.00      0.08      0.06      0.00     99.75
02:20:16 AM     all      0.12      0.00      0.64      0.11      0.00     99.14
02:20:36 AM     all      0.20      0.00      0.18      0.05      0.00     99.57
02:20:56 AM     all      0.14      0.00      0.08      0.04      0.00     99.73
02:21:16 AM     all      0.11      0.00      0.08      0.07      0.00     99.74
02:21:36 AM     all      0.12      0.00      0.12      0.10      0.00     99.67
02:21:56 AM     all      0.11      0.00      0.08      0.05      0.00     99.76
02:22:16 AM     all      0.11      0.00      0.10      0.09      0.00     99.70
02:22:36 AM     all      0.12      0.00      0.12      0.03      0.00     99.74
02:22:56 AM     all      0.11      0.00      0.08      0.03      0.00     99.77
02:23:16 AM     all      0.14      0.00      0.11      0.08      0.00     99.67
02:23:36 AM     all      0.12      0.00      0.12      0.08      0.00     99.67
02:23:56 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
02:24:16 AM     all      0.09      0.00      0.08      0.08      0.00     99.76
02:24:36 AM     all      0.12      0.00      0.12      0.03      0.00     99.73
02:24:56 AM     all      0.09      0.00      0.08      0.03      0.00     99.80
02:25:16 AM     all      0.12      0.00      1.07      0.07      0.00     98.75
02:25:36 AM     all      0.20      0.00      0.19      0.11      0.00     99.50
02:25:56 AM     all      0.11      0.00      0.08      0.03      0.00     99.79
02:26:16 AM     all      0.11      0.00      0.09      0.07      0.00     99.72
02:26:36 AM     all      0.10      0.00      0.12      0.05      0.00     99.74
02:26:56 AM     all      0.12      0.00      0.07      0.02      0.00     99.79
02:27:16 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
02:27:36 AM     all      0.12      0.00      0.12      0.10      0.00     99.66
02:27:56 AM     all      0.09      0.00      0.08      0.05      0.00     99.78
02:28:16 AM     all      0.11      0.00      0.09      0.07      0.00     99.73
02:28:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
02:28:56 AM     all      0.11      0.00      0.08      0.03      0.00     99.79
02:29:16 AM     all      0.12      0.00      0.08      0.06      0.00     99.74
02:29:36 AM     all      0.12      0.00      0.12      0.11      0.00     99.65
02:29:56 AM     all      0.09      0.00      0.07      0.01      0.00     99.83
02:30:16 AM     all      9.58      0.00      0.87      0.08      0.00     89.47
02:30:36 AM     all      8.40      0.00      0.31      0.07      0.00     91.22
02:30:56 AM     all      0.09      0.00      0.08      0.05      0.00     99.78
02:31:16 AM     all      0.11      0.00      0.08      0.08      0.00     99.73
02:31:36 AM     all      0.12      0.00      0.12      0.14      0.00     99.62
02:31:56 AM     all      0.10      0.00      0.07      0.02      0.00     99.81
02:32:16 AM     all      0.12      0.00      0.08      0.08      0.00     99.72
02:32:36 AM     all      0.11      0.00      0.12      0.07      0.00     99.70
02:32:56 AM     all      0.11      0.00      0.08      0.03      0.00     99.78
02:33:16 AM     all      0.12      0.00      0.08      0.06      0.00     99.75
02:33:36 AM     all      0.12      0.00      0.12      0.13      0.00     99.63
02:33:56 AM     all      0.11      0.00      0.09      0.02      0.00     99.78
02:34:16 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
02:34:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.70
02:34:56 AM     all      0.11      0.00      0.08      0.07      0.00     99.74
02:35:16 AM     all      0.11      0.00      0.79      0.06      0.00     99.04
02:35:36 AM     all      0.20      0.00      0.18      0.12      0.00     99.50
02:35:56 AM     all      0.11      0.00      0.08      0.07      0.00     99.74
02:36:16 AM     all      0.10      0.00      0.09      0.05      0.00     99.76
02:36:36 AM     all      0.12      0.00      0.11      0.04      0.00     99.73
02:36:56 AM     all      0.10      0.00      0.07      0.03      0.00     99.80
02:37:16 AM     all      0.11      0.00      0.08      0.06      0.00     99.75
02:37:36 AM     all      0.12      0.00      0.12      0.09      0.00     99.67
02:37:56 AM     all      0.10      0.00      0.08      0.03      0.00     99.78
02:38:16 AM     all      0.16      0.00      0.11      0.09      0.00     99.64
02:38:36 AM     all      2.18      0.00      0.36      0.14      0.00     97.32
02:38:56 AM     all      0.35      0.00      0.16      0.09      0.00     99.40
02:39:16 AM     all      0.10      0.00      0.10      0.12      0.00     99.68
02:39:36 AM     all      0.13      0.00      0.12      0.10      0.00     99.65
02:39:56 AM     all      0.11      0.00      0.08      0.05      0.00     99.77
02:40:16 AM     all      0.11      0.00      0.97      0.09      0.00     98.82
02:40:36 AM     all      0.22      0.00      0.21      0.07      0.00     99.50
02:40:56 AM     all      0.09      0.00      0.08      0.04      0.00     99.79
02:41:16 AM     all      0.12      0.00      0.09      0.06      0.00     99.73
02:41:36 AM     all      0.12      0.00      0.12      0.13      0.00     99.63
02:41:56 AM     all      0.09      0.00      0.08      0.04      0.00     99.79
02:42:16 AM     all      0.11      0.00      0.08      0.07      0.00     99.73
02:42:36 AM     all      0.11      0.00      0.12      0.07      0.00     99.71
02:42:56 AM     all      0.10      0.00      0.08      0.02      0.00     99.80
02:43:16 AM     all      0.12      0.00      0.10      0.07      0.00     99.72
02:43:36 AM     all      0.12      0.00      0.13      0.10      0.00     99.65
02:43:56 AM     all      0.09      0.00      0.08      0.05      0.00     99.77
02:44:16 AM     all      0.09      0.00      0.09      0.09      0.00     99.73
02:44:36 AM     all      0.12      0.00      0.12      0.04      0.00     99.72
02:44:56 AM     all      0.09      0.00      0.07      0.02      0.00     99.82
02:45:16 AM     all      9.03      0.00      0.63      0.08      0.00     90.26
02:45:36 AM     all      8.14      0.00      0.30      0.12      0.00     91.45
02:45:56 AM     all      0.11      0.00      0.09      0.05      0.00     99.75
02:46:16 AM     all      0.11      0.00      0.09      0.08      0.00     99.73
02:46:36 AM     all      0.13      0.00      0.13      0.04      0.00     99.71
02:46:56 AM     all      0.10      0.00      0.07      0.02      0.00     99.82
02:47:16 AM     all      0.17      0.00      0.13      0.09      0.00     99.62
02:47:36 AM     all      0.11      0.00      0.12      0.11      0.00     99.67
02:47:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
02:48:16 AM     all      0.11      0.00      0.08      0.08      0.00     99.73
02:48:36 AM     all      0.12      0.00      0.11      0.05      0.00     99.72
02:48:56 AM     all      0.10      0.00      0.08      0.06      0.00     99.77
02:49:16 AM     all      0.12      0.00      0.08      0.06      0.00     99.73
02:49:36 AM     all      0.12      0.00      0.12      0.11      0.00     99.66
02:49:56 AM     all      0.09      0.00      0.07      0.04      0.00     99.80
02:50:16 AM     all      0.11      0.00      0.73      0.09      0.00     99.06
02:50:36 AM     all      0.23      0.00      0.18      0.07      0.00     99.52
02:50:56 AM     all      0.10      0.00      0.08      0.04      0.00     99.78
02:51:16 AM     all      0.11      0.00      0.09      0.09      0.00     99.72
02:51:36 AM     all      0.13      0.00      0.11      0.08      0.00     99.68
02:51:56 AM     all      0.09      0.00      0.08      0.11      0.00     99.72
02:52:16 AM     all      0.10      0.00      0.09      0.11      0.00     99.71
02:52:36 AM     all      0.12      0.00      0.11      0.07      0.00     99.70
02:52:56 AM     all      0.11      0.00      0.08      0.06      0.00     99.75
02:53:16 AM     all      0.15      0.00      0.12      0.07      0.00     99.66
02:53:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.71
02:53:56 AM     all      0.11      0.00      0.09      0.10      0.00     99.71
02:54:16 AM     all      0.11      0.00      0.09      0.03      0.00     99.77
02:54:36 AM     all      0.13      0.00      0.12      0.08      0.00     99.68
02:54:56 AM     all      0.11      0.00      0.08      0.03      0.00     99.79
02:55:16 AM     all      0.12      0.00      0.69      0.07      0.00     99.12
02:55:36 AM     all      0.20      0.00      0.16      0.08      0.00     99.56
02:55:56 AM     all      0.11      0.00      0.07      0.11      0.00     99.72
02:56:16 AM     all      0.10      0.00      0.09      0.06      0.00     99.75
02:56:36 AM     all      0.13      0.00      0.11      0.14      0.00     99.61
02:56:56 AM     all      0.08      0.00      0.08      0.03      0.00     99.81
02:57:16 AM     all      0.10      0.00      0.09      0.03      0.00     99.78
02:57:36 AM     all      0.11      0.00      0.12      0.07      0.00     99.70
02:57:56 AM     all      0.10      0.00      0.09      0.12      0.00     99.68
02:58:16 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
02:58:36 AM     all      0.12      0.00      0.12      0.08      0.00     99.68
02:58:56 AM     all      0.09      0.00      0.07      0.04      0.00     99.81
02:59:16 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
02:59:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.70
02:59:56 AM     all      0.08      0.00      0.08      0.09      0.00     99.75
03:00:16 AM     all      9.81      0.00      1.58      0.10      0.00     88.51
03:00:36 AM     all      8.22      0.00      0.31      0.10      0.00     91.37
03:00:56 AM     all      0.10      0.00      0.07      0.03      0.00     99.79
03:01:16 AM     all      0.13      0.00      0.10      0.05      0.00     99.72
03:01:36 AM     all      0.14      0.00      0.12      0.09      0.00     99.66
03:01:56 AM     all      0.10      0.00      0.08      0.07      0.00     99.75
03:02:16 AM     all      0.11      0.00      0.09      0.06      0.00     99.75
03:02:36 AM     all      0.12      0.00      0.12      0.06      0.00     99.71
03:02:56 AM     all      0.12      0.00      0.09      0.02      0.00     99.77
03:03:16 AM     all      0.11      0.00      0.09      0.04      0.00     99.77
03:03:36 AM     all      0.12      0.00      0.12      0.10      0.00     99.66
03:03:56 AM     all      0.11      0.00      0.09      0.08      0.00     99.73
03:04:16 AM     all      0.12      0.00      0.10      0.07      0.00     99.71
03:04:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.71
03:04:56 AM     all      0.10      0.00      0.08      0.03      0.00     99.79
03:05:16 AM     all      0.14      0.00      1.19      0.05      0.00     98.62
03:05:36 AM     all      0.19      0.00      0.17      0.07      0.00     99.57
03:05:56 AM     all      0.11      0.00      0.08      0.12      0.00     99.69
03:06:16 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
03:06:36 AM     all      0.13      0.00      0.12      0.07      0.00     99.68
03:06:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
03:07:16 AM     all      0.11      0.00      0.08      0.03      0.00     99.77
03:07:36 AM     all      0.13      0.00      0.13      0.07      0.00     99.67
03:07:56 AM     all      0.12      0.00      0.09      0.08      0.00     99.72
03:08:16 AM     all      0.15      0.00      0.10      0.05      0.00     99.69
03:08:36 AM     all      1.87      0.00      0.29      0.13      0.00     97.71
03:08:56 AM     all      0.82      0.00      0.24      0.06      0.00     98.88
03:09:16 AM     all      0.10      0.00      0.08      0.06      0.00     99.76
03:09:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
03:09:56 AM     all      0.11      0.00      0.08      0.11      0.00     99.70
03:10:16 AM     all      0.11      0.00      0.77      0.05      0.00     99.07
03:10:36 AM     all      0.23      0.00      0.20      0.09      0.00     99.47
03:10:56 AM     all      0.11      0.00      0.11      0.05      0.00     99.73
03:11:16 AM     all      0.11      0.00      0.09      0.04      0.00     99.77
03:11:36 AM     all      0.12      0.00      0.13      0.06      0.00     99.69
03:11:56 AM     all      0.10      0.00      0.08      0.10      0.00     99.72
03:12:16 AM     all      0.11      0.00      0.09      0.05      0.00     99.75
03:12:36 AM     all      0.11      0.00      0.13      0.07      0.00     99.70
03:12:56 AM     all      0.09      0.00      0.09      0.03      0.00     99.79
03:13:16 AM     all      0.10      0.00      0.09      0.05      0.00     99.77
03:13:36 AM     all      0.14      0.00      0.16      0.15      0.00     99.55
03:13:56 AM     all      0.10      0.00      0.08      0.08      0.00     99.75
03:14:16 AM     all      0.18      0.00      0.11      0.10      0.00     99.61
03:14:36 AM     all      0.14      0.00      0.13      0.07      0.00     99.67
03:14:56 AM     all      0.09      0.00      0.07      0.02      0.00     99.82
03:15:16 AM     all      9.36      0.00      1.20      0.04      0.00     89.40
03:15:36 AM     all      8.06      0.00      0.29      0.08      0.00     91.57
03:15:56 AM     all      0.10      0.00      0.08      0.13      0.00     99.69
03:16:16 AM     all      0.11      0.00      0.09      0.04      0.00     99.76
03:16:36 AM     all      0.14      0.00      0.13      0.07      0.00     99.66
03:16:56 AM     all      0.10      0.00      0.07      0.03      0.00     99.79
03:17:16 AM     all      0.11      0.00      0.09      0.04      0.00     99.76
03:17:36 AM     all      0.12      0.00      0.11      0.07      0.00     99.70
03:17:56 AM     all      0.13      0.00      0.09      0.13      0.00     99.65
03:18:16 AM     all      0.11      0.00      0.08      0.05      0.00     99.76
03:18:36 AM     all      0.13      0.00      0.12      0.05      0.00     99.71
03:18:56 AM     all      0.10      0.00      0.07      0.04      0.00     99.79
03:19:16 AM     all      0.12      0.00      0.09      0.04      0.00     99.75
03:19:36 AM     all      0.11      0.00      0.11      0.06      0.00     99.71
03:19:56 AM     all      0.10      0.00      0.08      0.10      0.00     99.73
03:20:16 AM     all      0.12      0.00      0.97      0.04      0.00     98.86
03:20:36 AM     all      0.26      0.00      0.20      0.11      0.00     99.43
03:20:56 AM     all      0.11      0.00      0.08      0.07      0.00     99.75
03:21:16 AM     all      0.10      0.00      0.10      0.03      0.00     99.77
03:21:36 AM     all      0.13      0.00      0.11      0.06      0.00     99.70
03:21:56 AM     all      0.11      0.00      0.08      0.11      0.00     99.70
03:22:16 AM     all      0.10      0.00      0.09      0.03      0.00     99.79
03:22:36 AM     all      0.11      0.00      0.13      0.08      0.00     99.69
03:22:56 AM     all      0.11      0.00      0.09      0.04      0.00     99.76
03:23:16 AM     all      0.15      0.00      0.09      0.07      0.00     99.69
03:23:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.69
03:23:56 AM     all      0.10      0.00      0.08      0.09      0.00     99.73
03:24:16 AM     all      0.09      0.00      0.08      0.02      0.00     99.81
03:24:36 AM     all      0.13      0.00      0.12      0.07      0.00     99.68
03:24:56 AM     all      0.12      0.00      0.07      0.05      0.00     99.76
03:25:16 AM     all      0.10      0.00      1.27      0.06      0.00     98.58
03:25:36 AM     all      0.21      0.00      0.18      0.09      0.00     99.52
03:25:56 AM     all      0.11      0.00      0.08      0.11      0.00     99.70
03:26:16 AM     all      0.12      0.00      0.09      0.02      0.00     99.76
03:26:36 AM     all      0.12      0.00      0.12      0.07      0.00     99.70
03:26:56 AM     all      0.12      0.00      0.07      0.07      0.00     99.74
03:27:16 AM     all      0.10      0.00      0.09      0.05      0.00     99.76
03:27:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.72
03:27:56 AM     all      0.10      0.00      0.09      0.08      0.00     99.73
03:28:16 AM     all      0.10      0.00      0.09      0.03      0.00     99.78
03:28:36 AM     all      0.12      0.00      0.12      0.08      0.00     99.69
03:28:56 AM     all      0.11      0.00      0.08      0.08      0.00     99.74
03:29:16 AM     all      0.09      0.00      0.08      0.03      0.00     99.79
03:29:36 AM     all      0.13      0.00      0.11      0.04      0.00     99.72
03:29:56 AM     all      0.12      0.00      0.08      0.09      0.00     99.71
03:30:16 AM     all      9.22      0.00      1.82      0.12      0.00     88.85
03:30:36 AM     all      8.65      0.00      0.33      0.09      0.00     90.93
03:30:56 AM     all      0.11      0.00      0.08      0.09      0.00     99.73
03:31:16 AM     all      0.09      0.00      0.09      0.04      0.00     99.77
03:31:36 AM     all      0.13      0.00      0.12      0.09      0.00     99.67
03:31:56 AM     all      0.11      0.00      0.08      0.14      0.00     99.67
03:32:16 AM     all      0.11      0.00      0.09      0.07      0.00     99.74
03:32:36 AM     all      0.12      0.00      0.12      0.09      0.00     99.66
03:32:56 AM     all      0.13      0.00      0.08      0.05      0.00     99.73
03:33:16 AM     all      0.10      0.00      0.08      0.04      0.00     99.78
03:33:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.72
03:33:56 AM     all      0.13      0.00      0.08      0.12      0.00     99.67
03:34:16 AM     all      0.12      0.00      0.09      0.06      0.00     99.73
03:34:36 AM     all      0.14      0.00      0.14      0.06      0.00     99.66
03:34:56 AM     all      0.11      0.00      0.07      0.06      0.00     99.76
03:35:16 AM     all      0.11      0.00      1.08      0.04      0.00     98.77
03:35:36 AM     all      0.22      0.00      0.18      0.07      0.00     99.53
03:35:56 AM     all      0.12      0.00      0.09      0.10      0.00     99.69
03:36:16 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
03:36:36 AM     all      0.42      0.00      0.16      0.11      0.00     99.31
03:36:56 AM     all      0.12      0.00      0.10      0.06      0.00     99.72
03:37:16 AM     all      2.22      0.00      0.39      0.15      0.00     97.24
03:37:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
03:37:56 AM     all      0.11      0.00      0.09      0.12      0.00     99.67
03:38:16 AM     all      0.14      0.00      0.10      0.04      0.00     99.71
03:38:36 AM     all      0.12      0.00      0.13      0.04      0.00     99.71
03:38:56 AM     all      0.10      0.00      0.07      0.04      0.00     99.79
03:39:16 AM     all      0.09      0.00      0.08      0.02      0.00     99.80
03:39:36 AM     all      0.12      0.00      0.13      0.05      0.00     99.70
03:39:56 AM     all      0.11      0.00      0.08      0.08      0.00     99.73
03:40:16 AM     all      0.13      0.00      0.44      0.05      0.00     99.38
03:40:36 AM     all      0.23      0.00      0.20      0.08      0.00     99.49
03:40:56 AM     all      0.10      0.00      0.09      0.05      0.00     99.76
03:41:16 AM     all      0.09      0.00      0.07      0.03      0.00     99.82
03:41:36 AM     all      0.12      0.00      0.13      0.06      0.00     99.69
03:41:56 AM     all      0.10      0.00      0.08      0.04      0.00     99.77
03:42:16 AM     all      0.09      0.00      0.08      0.10      0.00     99.72
03:42:36 AM     all      0.12      0.00      0.13      0.05      0.00     99.70
