Linux 2.6.32-754.35.1.el6.x86_64 (hdfs-nn1.spa.umn.edu) 	02/18/2022 	_x86_64_	(16 CPU)

01:34:36 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:48:56 AM     all      0.12      0.00      0.09      0.08      0.00     99.71
06:49:16 AM     all      0.10      0.00      0.08      0.12      0.00     99.70
06:49:36 AM     all      0.12      0.00      0.11      0.05      0.00     99.72
06:49:56 AM     all      0.10      0.00      0.09      0.07      0.00     99.74
06:50:16 AM     all      0.12      0.00      0.80      0.08      0.00     99.00
06:50:36 AM     all      0.22      0.00      0.18      0.06      0.00     99.55
06:50:56 AM     all      0.12      0.00      0.10      0.12      0.00     99.67
06:51:16 AM     all      0.11      0.00      0.08      0.10      0.00     99.71
06:51:36 AM     all      0.12      0.00      0.12      0.06      0.00     99.70
06:51:56 AM     all      0.10      0.00      0.08      0.04      0.00     99.77
06:52:16 AM     all      0.09      0.00      0.08      0.06      0.00     99.77
06:52:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.71
06:52:56 AM     all      0.11      0.00      0.11      0.06      0.00     99.72
06:53:16 AM     all      0.16      0.00      0.09      0.11      0.00     99.64
06:53:36 AM     all      0.11      0.00      0.13      0.07      0.00     99.69
06:53:56 AM     all      0.10      0.00      0.08      0.08      0.00     99.74
06:54:16 AM     all      0.11      0.00      0.07      0.05      0.00     99.77
06:54:36 AM     all      0.15      0.00      0.15      0.05      0.00     99.65
06:54:56 AM     all      0.12      0.00      0.09      0.04      0.00     99.75
06:55:16 AM     all      0.11      0.00      0.64      0.10      0.00     99.16
06:55:36 AM     all      0.21      0.00      0.17      0.07      0.00     99.55
06:55:56 AM     all      0.12      0.00      0.09      0.08      0.00     99.70
06:56:16 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
06:56:36 AM     all      0.10      0.00      0.12      0.03      0.00     99.75
06:56:56 AM     all      0.11      0.00      0.10      0.06      0.00     99.72
06:57:16 AM     all      0.12      0.00      0.08      0.10      0.00     99.70
06:57:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.71
06:57:56 AM     all      0.12      0.00      0.10      0.09      0.00     99.70
06:58:16 AM     all      0.13      0.00      0.07      0.06      0.00     99.75
06:58:36 AM     all      0.12      0.00      0.12      0.04      0.00     99.71
06:58:56 AM     all      0.13      0.00      0.09      0.05      0.00     99.73
06:59:16 AM     all      0.12      0.00      0.09      0.08      0.00     99.71
06:59:36 AM     all      0.12      0.00      0.12      0.09      0.00     99.68
06:59:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
07:00:16 AM     all      9.41      0.00      1.40      0.07      0.00     89.12
07:00:36 AM     all      8.86      0.00      0.45      0.07      0.00     90.62
07:00:56 AM     all      0.12      0.00      0.09      0.06      0.00     99.73
07:01:16 AM     all      0.11      0.00      0.08      0.08      0.00     99.72
07:01:36 AM     all      0.13      0.00      0.12      0.13      0.00     99.62
07:01:56 AM     all      0.10      0.00      0.10      0.06      0.00     99.74
07:02:16 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
07:02:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.69
07:02:56 AM     all      0.11      0.00      0.10      0.05      0.00     99.75
07:03:16 AM     all      0.10      0.00      0.08      0.03      0.00     99.79
07:03:36 AM     all      0.14      0.00      0.13      0.16      0.00     99.57
07:03:56 AM     all      0.13      0.00      0.11      0.13      0.00     99.64
07:04:16 AM     all      0.11      0.00      0.08      0.05      0.00     99.76
07:04:36 AM     all      0.13      0.00      0.12      0.07      0.00     99.69
07:04:56 AM     all      0.10      0.00      0.09      0.05      0.00     99.75
07:05:16 AM     all      0.13      0.00      0.64      0.06      0.00     99.16
07:05:36 AM     all      0.19      0.00      0.17      0.11      0.00     99.53
07:05:56 AM     all      0.11      0.00      0.08      0.06      0.00     99.76
07:06:16 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
07:06:36 AM     all      0.12      0.00      0.12      0.06      0.00     99.71
07:06:56 AM     all      2.59      0.00      0.43      0.12      0.00     96.86
07:07:16 AM     all      0.15      0.00      0.10      0.08      0.00     99.67
07:07:36 AM     all      0.14      0.00      0.13      0.12      0.00     99.61
07:07:56 AM     all      0.11      0.00      0.09      0.05      0.00     99.74
07:08:16 AM     all      0.15      0.00      0.09      0.10      0.00     99.66
07:08:36 AM     all      0.14      0.00      0.12      0.07      0.00     99.67
07:08:56 AM     all      0.10      0.00      0.09      0.03      0.00     99.77
07:09:16 AM     all      0.10      0.00      0.08      0.04      0.00     99.78
07:09:36 AM     all      0.12      0.00      0.13      0.13      0.00     99.62
07:09:56 AM     all      0.11      0.00      0.10      0.04      0.00     99.76
07:10:16 AM     all      0.13      0.00      1.12      0.06      0.00     98.70
07:10:36 AM     all      0.23      0.00      0.20      0.05      0.00     99.52
07:10:56 AM     all      0.11      0.00      0.13      0.07      0.00     99.68
07:11:16 AM     all      0.10      0.00      0.08      0.06      0.00     99.76
07:11:36 AM     all      0.14      0.00      0.13      0.14      0.00     99.59
07:11:56 AM     all      0.09      0.00      0.09      0.04      0.00     99.78
07:12:16 AM     all      0.12      0.00      0.07      0.08      0.00     99.74
07:12:36 AM     all      0.12      0.00      0.14      0.06      0.00     99.68
07:12:56 AM     all      0.13      0.00      0.10      0.06      0.00     99.71
07:13:16 AM     all      0.12      0.00      0.07      0.05      0.00     99.76
07:13:36 AM     all      0.13      0.00      0.13      0.12      0.00     99.62
07:13:56 AM     all      0.11      0.00      0.09      0.04      0.00     99.76
07:14:16 AM     all      0.14      0.00      0.11      0.07      0.00     99.68
07:14:36 AM     all      0.13      0.00      0.12      0.04      0.00     99.71
07:14:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.75
07:15:16 AM     all      9.51      0.00      1.00      0.04      0.00     89.45
07:15:36 AM     all      8.74      0.00      0.33      0.14      0.00     90.80
07:15:56 AM     all      0.12      0.00      0.09      0.06      0.00     99.72
07:16:16 AM     all      0.09      0.00      0.08      0.05      0.00     99.77
07:16:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.71
07:16:56 AM     all      0.11      0.00      0.09      0.08      0.00     99.73
07:17:16 AM     all      0.12      0.00      0.08      0.08      0.00     99.73
07:17:36 AM     all      0.12      0.00      0.12      0.12      0.00     99.64
07:17:56 AM     all      0.18      0.00      0.09      0.04      0.00     99.69
07:18:16 AM     all      0.10      0.00      0.08      0.03      0.00     99.79
07:18:36 AM     all      0.15      0.00      0.13      0.07      0.00     99.65
07:18:56 AM     all      0.11      0.00      0.09      0.07      0.00     99.73
07:19:16 AM     all      0.11      0.00      0.07      0.04      0.00     99.78
07:19:36 AM     all      0.11      0.00      0.12      0.11      0.00     99.66
07:19:56 AM     all      0.09      0.00      0.09      0.04      0.00     99.77
07:20:16 AM     all      0.12      0.00      0.83      0.07      0.00     98.99
07:20:36 AM     all      0.22      0.00      0.18      0.07      0.00     99.53
07:20:56 AM     all      0.09      0.00      0.09      0.08      0.00     99.74
07:21:16 AM     all      0.10      0.00      0.07      0.03      0.00     99.81
07:21:36 AM     all      0.12      0.00      0.12      0.12      0.00     99.63
07:21:56 AM     all      0.10      0.00      0.10      0.05      0.00     99.75
07:22:16 AM     all      0.12      0.00      0.08      0.04      0.00     99.76
07:22:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.71
07:22:56 AM     all      0.09      0.00      0.09      0.06      0.00     99.76
07:23:16 AM     all      0.14      0.00      0.08      0.08      0.00     99.71
07:23:36 AM     all      0.12      0.00      0.13      0.10      0.00     99.65
07:23:56 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
07:24:16 AM     all      0.10      0.00      0.07      0.05      0.00     99.78
07:24:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
07:24:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
07:25:16 AM     all      0.11      0.00      0.64      0.07      0.00     99.19
07:25:36 AM     all      0.23      0.00      0.19      0.13      0.00     99.46
07:25:56 AM     all      0.11      0.00      0.09      0.05      0.00     99.76
07:26:16 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
07:26:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.73
07:26:56 AM     all      0.12      0.00      0.09      0.04      0.00     99.75
07:27:16 AM     all      0.13      0.00      0.08      0.06      0.00     99.74
07:27:36 AM     all      0.12      0.00      0.12      0.10      0.00     99.66
07:27:56 AM     all      0.11      0.00      0.10      0.04      0.00     99.75
07:28:16 AM     all      0.11      0.00      0.08      0.03      0.00     99.78
07:28:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.72
07:28:56 AM     all      0.12      0.00      0.09      0.05      0.00     99.74
07:29:16 AM     all      0.11      0.00      0.07      0.04      0.00     99.77
07:29:36 AM     all      0.11      0.00      0.13      0.12      0.00     99.64
07:29:56 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
07:30:16 AM     all      9.03      0.00      1.68      0.06      0.00     89.23
07:30:36 AM     all      8.81      0.00      0.43      0.05      0.00     90.71
07:30:56 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
07:31:16 AM     all      0.10      0.00      0.08      0.08      0.00     99.73
07:31:36 AM     all      0.13      0.00      0.12      0.14      0.00     99.62
07:31:56 AM     all      0.11      0.00      0.08      0.05      0.00     99.76
07:32:16 AM     all      0.10      0.00      0.08      0.07      0.00     99.75
07:32:36 AM     all      0.15      0.00      0.11      0.06      0.00     99.68
07:32:56 AM     all      0.11      0.00      0.10      0.09      0.00     99.70
07:33:16 AM     all      0.11      0.00      0.08      0.03      0.00     99.78
07:33:36 AM     all      0.12      0.00      0.13      0.11      0.00     99.64
07:33:56 AM     all      0.10      0.00      0.09      0.06      0.00     99.75
07:34:16 AM     all      0.09      0.00      0.08      0.04      0.00     99.79
07:34:36 AM     all      0.12      0.00      0.12      0.06      0.00     99.71
07:34:56 AM     all      0.11      0.00      0.10      0.04      0.00     99.76
07:35:16 AM     all      0.11      0.00      1.01      0.08      0.00     98.80
07:35:36 AM     all      0.19      0.00      0.18      0.12      0.00     99.51
07:35:56 AM     all      0.10      0.00      0.09      0.06      0.00     99.75
07:36:16 AM     all      0.10      0.00      0.08      0.04      0.00     99.78
07:36:36 AM     all      0.12      0.00      0.13      0.08      0.00     99.68
07:36:56 AM     all      2.55      0.00      0.44      0.15      0.00     96.86
07:37:16 AM     all      0.10      0.00      0.09      0.07      0.00     99.75
07:37:36 AM     all      0.12      0.00      0.13      0.13      0.00     99.63
07:37:56 AM     all      0.11      0.00      0.09      0.14      0.00     99.66
07:38:16 AM     all      0.15      0.00      0.09      0.05      0.00     99.71
07:38:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.70
07:38:56 AM     all      0.10      0.00      0.08      0.04      0.00     99.77
07:39:16 AM     all      0.11      0.00      0.08      0.03      0.00     99.78
07:39:36 AM     all      0.13      0.00      0.12      0.14      0.00     99.61
07:39:56 AM     all      0.10      0.00      0.09      0.04      0.00     99.77
07:40:16 AM     all      0.12      0.00      0.52      0.08      0.00     99.28
07:40:36 AM     all      0.23      0.00      0.21      0.06      0.00     99.50
07:40:56 AM     all      0.11      0.00      0.09      0.05      0.00     99.75
07:41:16 AM     all      0.11      0.00      0.08      0.04      0.00     99.77
07:41:36 AM     all      0.13      0.00      0.13      0.13      0.00     99.61
07:41:56 AM     all      0.12      0.00      0.10      0.04      0.00     99.74
07:42:16 AM     all      0.10      0.00      0.07      0.08      0.00     99.75
07:42:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.71
07:42:56 AM     all      0.11      0.00      0.10      0.05      0.00     99.74
07:43:16 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
07:43:36 AM     all      0.12      0.00      0.12      0.09      0.00     99.67
07:43:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
07:44:16 AM     all      0.13      0.00      0.08      0.08      0.00     99.72
07:44:36 AM     all      0.12      0.00      0.11      0.05      0.00     99.72
07:44:56 AM     all      0.10      0.00      0.09      0.05      0.00     99.76
07:45:16 AM     all      9.11      0.00      1.29      0.05      0.00     89.56
07:45:36 AM     all      8.63      0.00      0.29      0.14      0.00     90.94
07:45:56 AM     all      0.13      0.00      0.11      0.05      0.00     99.71
07:46:16 AM     all      0.10      0.00      0.06      0.05      0.00     99.79
07:46:36 AM     all      0.12      0.00      0.12      0.06      0.00     99.70
07:46:56 AM     all      0.12      0.00      0.09      0.05      0.00     99.74
07:47:16 AM     all      0.13      0.00      0.07      0.05      0.00     99.76
07:47:36 AM     all      0.12      0.00      0.13      0.11      0.00     99.64
07:47:56 AM     all      0.11      0.00      0.10      0.07      0.00     99.72
07:48:16 AM     all      0.13      0.00      0.11      0.04      0.00     99.72
07:48:36 AM     all      0.11      0.00      0.12      0.07      0.00     99.70
07:48:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
07:49:16 AM     all      0.08      0.00      0.07      0.04      0.00     99.82
07:49:36 AM     all      0.12      0.00      0.13      0.10      0.00     99.65
07:49:56 AM     all      0.11      0.00      0.09      0.05      0.00     99.76
07:50:16 AM     all      0.10      0.00      0.46      0.06      0.00     99.37
07:50:36 AM     all      0.22      0.00      0.19      0.06      0.00     99.53
07:50:56 AM     all      0.10      0.00      0.10      0.07      0.00     99.73
07:51:16 AM     all      0.09      0.00      0.08      0.05      0.00     99.78
07:51:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.70
07:51:56 AM     all      0.10      0.00      0.09      0.13      0.00     99.67
07:52:16 AM     all      0.10      0.00      0.08      0.06      0.00     99.76
07:52:36 AM     all      0.12      0.00      0.13      0.05      0.00     99.71
07:52:56 AM     all      0.12      0.00      0.10      0.06      0.00     99.72
07:53:16 AM     all      0.16      0.00      0.09      0.05      0.00     99.70
07:53:36 AM     all      0.15      0.00      0.15      0.15      0.00     99.55
07:53:56 AM     all      0.10      0.00      0.10      0.12      0.00     99.68
07:54:16 AM     all      0.10      0.00      0.08      0.08      0.00     99.74
07:54:36 AM     all      0.12      0.00      0.12      0.07      0.00     99.70
07:54:56 AM     all      0.11      0.00      0.09      0.09      0.00     99.71
07:55:16 AM     all      0.11      0.00      0.63      0.05      0.00     99.21
07:55:36 AM     all      0.23      0.00      0.17      0.05      0.00     99.55
07:55:56 AM     all      0.13      0.00      0.10      0.15      0.00     99.63
07:56:16 AM     all      0.09      0.00      0.08      0.03      0.00     99.79
07:56:36 AM     all      0.13      0.00      0.12      0.07      0.00     99.68
07:56:56 AM     all      0.12      0.00      0.09      0.04      0.00     99.75
07:57:16 AM     all      0.09      0.00      0.08      0.04      0.00     99.79
07:57:36 AM     all      0.13      0.00      0.12      0.04      0.00     99.71
07:57:56 AM     all      0.11      0.00      0.10      0.14      0.00     99.65
07:58:16 AM     all      0.09      0.00      0.08      0.04      0.00     99.79
07:58:36 AM     all      0.12      0.00      0.11      0.06      0.00     99.71
07:58:56 AM     all      0.11      0.00      0.09      0.04      0.00     99.76
07:59:16 AM     all      0.10      0.00      0.07      0.04      0.00     99.78
07:59:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
07:59:56 AM     all      0.13      0.00      0.10      0.13      0.00     99.64
08:00:16 AM     all      9.82      0.00      0.64      0.08      0.00     89.46
08:00:36 AM     all      8.62      0.00      0.46      0.06      0.00     90.86
08:00:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.73
08:01:16 AM     all      0.11      0.00      0.09      0.04      0.00     99.77
08:01:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.70
08:01:56 AM     all      0.14      0.00      0.10      0.13      0.00     99.63
08:02:16 AM     all      0.09      0.00      0.08      0.06      0.00     99.77
08:02:36 AM     all      0.12      0.00      0.11      0.05      0.00     99.72
08:02:56 AM     all      0.11      0.00      0.10      0.06      0.00     99.73
08:03:16 AM     all      0.10      0.00      0.06      0.02      0.00     99.82
08:03:36 AM     all      0.12      0.00      0.13      0.09      0.00     99.66
08:03:56 AM     all      0.12      0.00      0.10      0.13      0.00     99.65
08:04:16 AM     all      0.08      0.00      0.08      0.02      0.00     99.82
08:04:36 AM     all      0.12      0.00      0.13      0.06      0.00     99.70
08:04:56 AM     all      0.12      0.00      0.09      0.08      0.00     99.71
08:05:16 AM     all      0.10      0.00      0.73      0.04      0.00     99.13
08:05:36 AM     all      0.20      0.00      0.17      0.05      0.00     99.58
08:05:56 AM     all      0.12      0.00      0.10      0.13      0.00     99.65
08:06:16 AM     all      0.09      0.00      0.08      0.03      0.00     99.80
08:06:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.71
08:06:56 AM     all      0.11      0.00      0.10      0.06      0.00     99.72
08:07:16 AM     all      0.10      0.00      0.08      0.04      0.00     99.78
08:07:36 AM     all      0.12      0.00      0.12      0.05      0.00     99.71
08:07:56 AM     all      0.12      0.00      0.12      0.14      0.00     99.62
08:08:16 AM     all      0.14      0.00      0.09      0.05      0.00     99.72
08:08:36 AM     all      0.13      0.00      0.13      0.08      0.00     99.66
08:08:56 AM     all      2.28      0.00      0.35      0.14      0.00     97.23
08:09:16 AM     all      0.36      0.00      0.18      0.06      0.00     99.40
08:09:36 AM     all      0.13      0.00      0.12      0.11      0.00     99.65
08:09:56 AM     all      0.12      0.00      0.10      0.10      0.00     99.68
08:10:16 AM     all      0.13      0.00      0.45      0.06      0.00     99.36
08:10:36 AM     all      0.23      0.00      0.19      0.05      0.00     99.53
08:10:56 AM     all      0.13      0.00      0.13      0.08      0.00     99.66
08:11:16 AM     all      0.12      0.00      0.08      0.04      0.00     99.76
08:11:36 AM     all      0.12      0.00      0.13      0.06      0.00     99.69
08:11:56 AM     all      0.13      0.00      0.10      0.11      0.00     99.67
08:12:16 AM     all      0.11      0.00      0.07      0.05      0.00     99.77
08:12:36 AM     all      0.12      0.00      0.11      0.05      0.00     99.72
08:12:56 AM     all      0.13      0.00      0.10      0.05      0.00     99.72
08:13:16 AM     all      0.12      0.00      0.08      0.04      0.00     99.77
08:13:36 AM     all      0.12      0.00      0.13      0.05      0.00     99.70
08:13:56 AM     all      0.13      0.00      0.10      0.10      0.00     99.67
08:14:16 AM     all      0.10      0.00      0.08      0.05      0.00     99.77
08:14:36 AM     all      0.13      0.00      0.11      0.05      0.00     99.72
08:14:56 AM     all      0.12      0.00      0.09      0.10      0.00     99.69
08:15:16 AM     all      9.22      0.00      1.47      0.10      0.00     89.22
08:15:36 AM     all      8.17      0.00      0.31      0.05      0.00     91.47
08:15:56 AM     all      0.12      0.00      0.12      0.12      0.00     99.64
08:16:16 AM     all      0.09      0.00      0.07      0.03      0.00     99.81
08:16:36 AM     all      0.11      0.00      0.12      0.08      0.00     99.69
08:16:56 AM     all      0.13      0.00      0.10      0.10      0.00     99.67
08:17:16 AM     all      0.09      0.00      0.08      0.04      0.00     99.79
08:17:36 AM     all      0.13      0.00      0.12      0.04      0.00     99.71
08:17:56 AM     all      0.16      0.00      0.11      0.13      0.00     99.60
08:18:16 AM     all      0.10      0.00      0.08      0.03      0.00     99.80
08:18:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.73
08:18:56 AM     all      0.11      0.00      0.10      0.05      0.00     99.74
08:19:16 AM     all      0.09      0.00      0.08      0.03      0.00     99.81
08:19:36 AM     all      0.12      0.00      0.11      0.04      0.00     99.73
08:19:56 AM     all      0.12      0.00      0.09      0.11      0.00     99.68
08:20:16 AM     all      0.11      0.00      0.65      0.04      0.00     99.19
08:20:36 AM     all      0.23      0.00      0.18      0.05      0.00     99.55
08:20:56 AM     all      0.14      0.00      0.09      0.07      0.00     99.70
08:21:16 AM     all      0.09      0.00      0.07      0.01      0.00     99.82
08:21:36 AM     all      0.12      0.00      0.13      0.06      0.00     99.69
08:21:56 AM     all      0.11      0.00      0.08      0.12      0.00     99.69
08:22:16 AM     all      0.09      0.00      0.08      0.07      0.00     99.77
08:22:36 AM     all      0.13      0.00      0.12      0.04      0.00     99.71
08:22:56 AM     all      0.12      0.00      0.10      0.07      0.00     99.71
08:23:16 AM     all      0.16      0.00      0.08      0.03      0.00     99.73
08:23:36 AM     all      0.13      0.00      0.13      0.07      0.00     99.68
08:23:56 AM     all      0.14      0.00      0.11      0.13      0.00     99.62
08:24:16 AM     all      0.13      0.00      0.09      0.04      0.00     99.75
08:24:36 AM     all      0.12      0.00      0.13      0.04      0.00     99.72
08:24:56 AM     all      0.12      0.00      0.08      0.06      0.00     99.73
08:25:16 AM     all      0.11      0.00      1.00      0.06      0.00     98.83
08:25:36 AM     all      0.23      0.00      0.19      0.07      0.00     99.50
08:25:56 AM     all      0.12      0.00      0.08      0.14      0.00     99.66
08:26:16 AM     all      0.10      0.00      0.07      0.04      0.00     99.79
08:26:36 AM     all      0.13      0.00      0.11      0.04      0.00     99.71
08:26:56 AM     all      0.12      0.00      0.09      0.08      0.00     99.71
08:27:16 AM     all      0.10      0.00      0.07      0.06      0.00     99.77
08:27:36 AM     all      0.11      0.00      0.12      0.04      0.00     99.73
08:27:56 AM     all      0.13      0.00      0.10      0.10      0.00     99.66
08:28:16 AM     all      0.09      0.00      0.08      0.06      0.00     99.77
08:28:36 AM     all      0.11      0.00      0.12      0.05      0.00     99.72
08:28:56 AM     all      0.12      0.00      0.09      0.08      0.00     99.71
08:29:16 AM     all      0.10      0.00      0.08      0.03      0.00     99.80
08:29:36 AM     all      0.11      0.00      0.11      0.05      0.00     99.73
08:29:56 AM     all      0.11      0.00      0.10      0.10      0.00     99.69
08:30:16 AM     all      9.28      0.00      0.90      0.08      0.00     89.75
08:30:36 AM     all      8.76      0.00      0.44      0.06      0.00     90.74
08:30:56 AM     all      0.10      0.00      0.09      0.05      0.00     99.76
08:31:16 AM     all      0.10      0.00      0.07      0.07      0.00     99.76
08:31:36 AM     all      0.11      0.00      0.13      0.04      0.00     99.72
08:31:56 AM     all      0.11      0.00      0.10      0.14      0.00     99.65
08:32:16 AM     all      0.11      0.00      0.08      0.07      0.00     99.74
08:32:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.72
08:32:56 AM     all      0.11      0.00      0.10      0.05      0.00     99.74
08:33:16 AM     all      0.09      0.00      0.07      0.03      0.00     99.81
08:33:36 AM     all      0.12      0.00      0.11      0.06      0.00     99.71
08:33:56 AM     all      0.11      0.00      0.09      0.08      0.00     99.72
08:34:16 AM     all      0.10      0.00      0.07      0.05      0.00     99.77
08:34:36 AM     all      0.11      0.00      0.12      0.04      0.00     99.73
08:34:56 AM     all      0.12      0.00      0.09      0.03      0.00     99.76
08:35:16 AM     all      0.11      0.00      0.53      0.08      0.00     99.27
08:35:36 AM     all      0.20      0.00      0.17      0.05      0.00     99.58
08:35:56 AM     all      0.14      0.00      0.10      0.11      0.00     99.65
08:36:16 AM     all      0.11      0.00      0.07      0.03      0.00     99.80
08:36:36 AM     all      0.12      0.00      0.13      0.04      0.00     99.70
08:36:56 AM     all      0.10      0.00      0.09      0.04      0.00     99.76
08:37:16 AM     all      0.11      0.00      0.08      0.08      0.00     99.74
08:37:36 AM     all      0.12      0.00      0.12      0.04      0.00     99.72
08:37:56 AM     all      0.10      0.00      0.10      0.09      0.00     99.71
08:38:16 AM     all      0.18      0.00      0.09      0.08      0.00     99.65
08:38:36 AM     all      0.11      0.00      0.12      0.09      0.00     99.67
08:38:56 AM     all      1.88      0.00      0.27      0.09      0.00     97.76
08:39:16 AM     all      0.78      0.00      0.24      0.07      0.00     98.91
08:39:36 AM     all      0.12      0.00      0.12      0.06      0.00     99.70
08:39:56 AM     all      0.12      0.00      0.09      0.10      0.00     99.69
08:40:16 AM     all      0.12      0.00      1.22      0.06      0.00     98.60
08:40:36 AM     all      0.22      0.00      0.20      0.09      0.00     99.50
08:40:56 AM     all      0.13      0.00      0.11      0.04      0.00     99.72
08:41:16 AM     all      0.12      0.00      0.11      0.05      0.00     99.72
08:41:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.69
08:41:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
08:42:16 AM     all      0.10      0.00      0.09      0.13      0.00     99.67
08:42:36 AM     all      0.10      0.00      0.12      0.04      0.00     99.74
08:42:56 AM     all      0.12      0.00      0.10      0.07      0.00     99.72
08:43:16 AM     all      0.12      0.00      0.08      0.07      0.00     99.74
08:43:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.71
08:43:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
08:44:16 AM     all      0.10      0.00      0.09      0.12      0.00     99.69
08:44:36 AM     all      0.10      0.00      0.12      0.03      0.00     99.74
08:44:56 AM     all      0.11      0.00      0.09      0.04      0.00     99.76
08:45:16 AM     all      9.06      0.00      1.26      0.07      0.00     89.61
08:45:36 AM     all      7.66      0.00      0.26      0.04      0.00     92.04
08:45:56 AM     all      0.12      0.00      0.12      0.05      0.00     99.72
08:46:16 AM     all      0.11      0.00      0.08      0.11      0.00     99.71
08:46:36 AM     all      0.11      0.00      0.12      0.04      0.00     99.74
08:46:56 AM     all      0.11      0.00      0.09      0.06      0.00     99.74
08:47:16 AM     all      0.10      0.00      0.07      0.07      0.00     99.77
08:47:36 AM     all      0.10      0.00      0.12      0.04      0.00     99.74
08:47:56 AM     all      0.11      0.00      0.08      0.08      0.00     99.72
08:48:16 AM     all      0.11      0.00      0.09      0.13      0.00     99.67
08:48:36 AM     all      0.11      0.00      0.12      0.08      0.00     99.69
08:48:56 AM     all      0.11      0.00      0.09      0.03      0.00     99.76
08:49:16 AM     all      0.09      0.00      0.08      0.08      0.00     99.75
08:49:36 AM     all      0.12      0.00      0.11      0.04      0.00     99.73
08:49:56 AM     all      0.11      0.00      0.09      0.04      0.00     99.77
08:50:16 AM     all      0.11      0.00      1.32      0.15      0.00     98.42
08:50:36 AM     all      0.24      0.00      0.18      0.05      0.00     99.54
08:50:56 AM     all      0.11      0.00      0.09      0.08      0.00     99.72
08:51:16 AM     all      0.10      0.00      0.07      0.07      0.00     99.76
08:51:36 AM     all      0.11      0.00      0.11      0.04      0.00     99.74
08:51:56 AM     all      0.11      0.00      0.09      0.10      0.00     99.70
08:52:16 AM     all      0.09      0.00      0.07      0.12      0.00     99.72
08:52:36 AM     all      0.13      0.00      0.12      0.06      0.00     99.70
08:52:56 AM     all      0.10      0.00      0.10      0.06      0.00     99.74
08:53:16 AM     all      0.16      0.00      0.09      0.07      0.00     99.68
08:53:36 AM     all      0.12      0.00      0.12      0.07      0.00     99.70
08:53:56 AM     all      0.10      0.00      0.09      0.03      0.00     99.78
08:54:16 AM     all      0.11      0.00      0.08      0.12      0.00     99.69
08:54:36 AM     all      0.11      0.00      0.12      0.08      0.00     99.69
08:54:56 AM     all      0.10      0.00      0.09      0.04      0.00     99.77
08:55:16 AM     all      0.12      0.00      0.51      0.08      0.00     99.29
08:55:36 AM     all      0.18      0.00      0.18      0.08      0.00     99.56
08:55:56 AM     all      0.12      0.00      0.10      0.05      0.00     99.73
08:56:16 AM     all      0.12      0.00      0.08      0.12      0.00     99.68
08:56:36 AM     all      0.12      0.00      0.13      0.06      0.00     99.70
08:56:56 AM     all      0.10      0.00      0.09      0.05      0.00     99.75
08:57:16 AM     all      0.10      0.00      0.07      0.09      0.00     99.74
08:57:36 AM     all      0.15      0.00      0.12      0.04      0.00     99.69
08:57:56 AM     all      0.10      0.00      0.10      0.07      0.00     99.73
08:58:16 AM     all      0.11      0.00      0.09      0.14      0.00     99.67
08:58:36 AM     all      0.11      0.00      0.13      0.04      0.00     99.72
08:58:56 AM     all      0.11      0.00      0.09      0.05      0.00     99.76
08:59:16 AM     all      0.10      0.00      0.08      0.07      0.00     99.75
08:59:36 AM     all      0.11      0.00      0.12      0.06      0.00     99.72
08:59:56 AM     all      0.10      0.00      0.09      0.06      0.00     99.76
09:00:16 AM     all      9.33      0.00      1.00      0.14      0.00     89.52
09:00:36 AM     all      8.81      0.00      0.35      0.04      0.00     90.80
09:00:56 AM     all      0.45      0.00      0.20      0.08      0.00     99.26
