size,time,local,filesystem,branches,process
2339367691,10.3437,false,hdfs,50,true
3073179818,1014.34,true,zfs,50,true
2653555531,16.9182,false,hdfs,50,true
2150299891,15.7749,false,hdfs,50,true
2462273760,1495.61,true,zfs,50,true
2240151947,23.0732,false,hdfs,50,true
2019358509,10.9907,false,hdfs,50,true
1834731240,11.6393,false,hdfs,50,true
2185145731,2091.8,true,zfs,50,true
2559746432,284.546,true,zfs,50,true
2941605641,1660.14,true,zfs,50,true
2664351953,17.5152,false,hdfs,50,true
2921544845,1837.73,true,zfs,50,true
2283876256,17.4914,false,hdfs,50,true
3150698301,20.5599,false,hdfs,50,true
2460069904,1264.46,true,zfs,50,true
2520551282,15.4474,false,hdfs,50,true
2521918745,16.5877,false,hdfs,50,true
2555450376,1377.33,true,zfs,50,true
2972024854,1866.48,true,zfs,50,true
1977122259,1104.46,true,zfs,50,true
2526260388,18.4003,false,hdfs,50,true
2830308181,23.6367,false,hdfs,50,true
2801136445,17.7889,false,hdfs,50,true
2225083887,1596.86,true,zfs,50,true
2588395871,18.5494,false,hdfs,50,true
2514509159,607.371,true,zfs,50,true
2421906603,1067.3,true,zfs,50,true
2558202424,14.7039,false,hdfs,50,true
2713537878,24.7458,false,hdfs,50,true
3364589773,1259.81,true,zfs,50,true
2837319789,1107.48,true,zfs,50,true
2520734643,12.5398,false,hdfs,50,true
2200790720,788.506,true,zfs,50,true
2492717121,982.442,true,zfs,50,true
2718657908,2495.58,true,zfs,50,true
3256016728,20.4854,false,hdfs,50,true
2931972078,1568.56,true,zfs,50,true
2039997595,1570.35,true,zfs,50,true
2994262414,558.034,true,zfs,50,true
1758855902,9.30063,false,hdfs,50,true
2527333064,15.4885,false,hdfs,50,true
2295355525,792.189,true,zfs,50,true
2410791653,12.7895,false,hdfs,50,true
2397507955,1627.56,true,zfs,50,true
2452097684,1319.43,true,zfs,50,true
2241265945,13.6665,false,hdfs,50,true
3438606889,23.5846,false,hdfs,50,true
3106300653,553.554,true,zfs,50,true
3104069302,28.4459,false,hdfs,50,true
3507300194,2271.21,true,zfs,50,true
3072618296,17.9277,false,hdfs,50,true
2465545533,14.1535,false,hdfs,50,true
3034620086,25.7375,false,hdfs,50,true
2811951193,13.2084,false,hdfs,50,true
2571714592,14.9927,false,hdfs,50,true
2261029662,15.9904,false,hdfs,50,true
2960105670,568.267,true,zfs,50,true
3427914727,555.947,true,zfs,50,true
3305696845,22.9706,false,hdfs,50,true
2518525383,938.188,true,zfs,50,true
3068431440,21.088,false,hdfs,50,true
2445212148,13.97,false,hdfs,50,true
2872776222,21.0307,false,hdfs,50,true
2593130868,13.8549,false,hdfs,50,true
2594030765,18.5019,false,hdfs,50,true
2493315498,280.342,true,zfs,50,true
2615943607,317.198,true,zfs,50,true
2479465478,1380.18,true,zfs,50,true
2276031930,12.2969,false,hdfs,50,true
3130932652,24.4123,false,hdfs,50,true
2389840742,2450.13,true,zfs,50,true
